link
"http://www.hppn.pl/reprezentacja/pilkarze/588,Jacek-Bobrowicz"
"http://www.hppn.pl/reprezentacja/pilkarze/1370,Henryk-Bobula"
"http://www.hppn.pl/reprezentacja/pilkarze/2020,Pawel-Bochniewicz"
"http://www.hppn.pl/reprezentacja/pilkarze/41,Sebastian-Boenisch"
"http://www.hppn.pl/reprezentacja/pilkarze/152,Rafal-Boguski"
"http://www.hppn.pl/reprezentacja/pilkarze/342,Daniel-Bogusz"
"http://www.hppn.pl/reprezentacja/pilkarze/915,Czeslaw-Boguszewicz"
"http://www.hppn.pl/reprezentacja/pilkarze/694,Modest-Boguszewski"
"http://www.hppn.pl/reprezentacja/pilkarze/712,Henryk-Bolesta"
"http://www.hppn.pl/reprezentacja/pilkarze/674,Zbigniew-Boniek"
"http://www.hppn.pl/reprezentacja/pilkarze/249,Grzegorz-Bonin"
"http://www.hppn.pl/reprezentacja/pilkarze/96,Artur-Boruc"
"http://www.hppn.pl/reprezentacja/pilkarze/1324,Henryk-Borucz"
"http://www.hppn.pl/reprezentacja/pilkarze/25,Ariel-Borysiuk"
"http://www.hppn.pl/reprezentacja/pilkarze/139,Bartosz-Bosacki"
"http://www.hppn.pl/reprezentacja/pilkarze/1469,Antoni-Bottcher"
"http://www.hppn.pl/reprezentacja/pilkarze/1339,Henryk-Bozek"
"http://www.hppn.pl/reprezentacja/pilkarze/1309,Oskar-Brajter"
"http://www.hppn.pl/reprezentacja/pilkarze/1068,Henryk-Brejza"
"http://www.hppn.pl/reprezentacja/pilkarze/1061,Pawel-Brol"
"http://www.hppn.pl/reprezentacja/pilkarze/1398,Walter-Brom"
"http://www.hppn.pl/reprezentacja/pilkarze/181,Grzegorz-Bronowicki"
"http://www.hppn.pl/reprezentacja/pilkarze/1732,Lukasz-Broz"
"http://www.hppn.pl/reprezentacja/pilkarze/43,Pawel-Brozek"
"http://www.hppn.pl/reprezentacja/pilkarze/117,Piotr-Brozek"
"http://www.hppn.pl/reprezentacja/pilkarze/1053,Lucjan-Brychczy"
"http://www.hppn.pl/reprezentacja/pilkarze/412,Jerzy-Brzeczek"
"http://www.hppn.pl/reprezentacja/pilkarze/680,Piotr-Brzoza"
"http://www.hppn.pl/reprezentacja/pilkarze/1326,Edward-Brzozowski"
"http://www.hppn.pl/reprezentacja/pilkarze/120,Tomasz-Brzyski"
"http://www.hppn.pl/reprezentacja/pilkarze/759,Kazimierz-Buda"
"http://www.hppn.pl/reprezentacja/pilkarze/228,Adrian-Budka"
"http://www.hppn.pl/reprezentacja/pilkarze/638,Krzysztof-Budka"
"http://www.hppn.pl/reprezentacja/pilkarze/1173,Ryszard-Budka"
"http://www.hppn.pl/reprezentacja/pilkarze/435,Krzysztof-Bukalski"
"http://www.hppn.pl/reprezentacja/pilkarze/941,Bronislaw-Bula"
"http://www.hppn.pl/reprezentacja/pilkarze/944,Miroslaw-Bulzacki"
"http://www.hppn.pl/reprezentacja/pilkarze/1520,Jerzy-Bulanow"
"http://www.hppn.pl/reprezentacja/pilkarze/726,Andrzej-Buncol"
"http://www.hppn.pl/reprezentacja/pilkarze/272,Marcin-Burkhardt"
"http://www.hppn.pl/reprezentacja/pilkarze/935,Stanislaw-Burzynski"
