link
"http://www.hppn.pl/reprezentacja/pilkarze/400,Dariusz-Adamczuk"
"http://www.hppn.pl/reprezentacja/pilkarze/814,Krzysztof-Adamczyk"
"http://www.hppn.pl/reprezentacja/pilkarze/456,Waldemar-Adamczyk"
"http://www.hppn.pl/reprezentacja/pilkarze/1579,Jozef-Adamek"
"http://www.hppn.pl/reprezentacja/pilkarze/764,Jozef-Adamiec"
"http://www.hppn.pl/reprezentacja/pilkarze/254,Marcin-Adamski"
"http://www.hppn.pl/reprezentacja/pilkarze/1479,Spirydion-Albanski"
"http://www.hppn.pl/reprezentacja/pilkarze/1279,Henryk-Alszer"
"http://www.hppn.pl/reprezentacja/pilkarze/1660,Antoni-Amirowicz"
"http://www.hppn.pl/reprezentacja/pilkarze/1002,Zygmunt-Anczok"
"http://www.hppn.pl/reprezentacja/pilkarze/1483,Stanislaw-Andrzejewski"
"http://www.hppn.pl/reprezentacja/pilkarze/1289,Teodor-Aniola"
"http://www.hppn.pl/reprezentacja/pilkarze/1168,Henryk-Apostel"
"http://www.hppn.pl/reprezentacja/pilkarze/568,Jaroslaw-Araszkiewicz"
"http://www.hppn.pl/reprezentacja/pilkarze/2033,Rafal-Augustyniak"
"http://www.hppn.pl/reprezentacja/pilkarze/1497,Jan-Badura"
"http://www.hppn.pl/reprezentacja/pilkarze/545,Jaroslaw-Bako"
"http://www.hppn.pl/reprezentacja/pilkarze/1532,Mieczyslaw-Balcer"
"http://www.hppn.pl/reprezentacja/pilkarze/463,Henryk-Baluszynski"
"http://www.hppn.pl/reprezentacja/pilkarze/992,Jan-Banas"
"http://www.hppn.pl/reprezentacja/pilkarze/103,Tomasz-Bandrowski"
"http://www.hppn.pl/reprezentacja/pilkarze/1301,Hubert-Banisz"
"http://www.hppn.pl/reprezentacja/pilkarze/865,Janusz-Baran"
"http://www.hppn.pl/reprezentacja/pilkarze/697,Krzysztof-Baran"
"http://www.hppn.pl/reprezentacja/pilkarze/1338,Stanislaw-Baran"
"http://www.hppn.pl/reprezentacja/pilkarze/1383,Maksymilian-Baranski"
"http://www.hppn.pl/reprezentacja/pilkarze/830,Hieronim-Barczak"
"http://www.hppn.pl/reprezentacja/pilkarze/206,Grzegorz-Bartczak"
"http://www.hppn.pl/reprezentacja/pilkarze/1277,Henryk-Bartyla"
"http://www.hppn.pl/reprezentacja/pilkarze/1336,Antoni-Barwinski"
"http://www.hppn.pl/reprezentacja/pilkarze/240,Marcin-Baszczynski"
"http://www.hppn.pl/reprezentacja/pilkarze/1207,Krzysztof-Baszkiewicz"
"http://www.hppn.pl/reprezentacja/pilkarze/1563,Gustaw-Bator"
"http://www.hppn.pl/reprezentacja/pilkarze/1621,Mieczyslaw-Batsch"
"http://www.hppn.pl/reprezentacja/pilkarze/706,Jacek-Bayer"
"http://www.hppn.pl/reprezentacja/pilkarze/1072,Roman-Bazan"
"http://www.hppn.pl/reprezentacja/pilkarze/347,Arkadiusz-Bak"
"http://www.hppn.pl/reprezentacja/pilkarze/174,Jacek-Bak"
"http://www.hppn.pl/reprezentacja/pilkarze/779,Miroslaw-Bak"
"http://www.hppn.pl/reprezentacja/pilkarze/1972,Jan-Bednarek"
"http://www.hppn.pl/reprezentacja/pilkarze/494,Jacek-Bednarz"
"http://www.hppn.pl/reprezentacja/pilkarze/659,Witold-Bendkowski"
"http://www.hppn.pl/reprezentacja/pilkarze/924,Jan-Benigier"
"http://www.hppn.pl/reprezentacja/pilkarze/482,Jacek-Berensztajn"
"http://www.hppn.pl/reprezentacja/pilkarze/1742,Bartosz-Bereszynski"
"http://www.hppn.pl/reprezentacja/pilkarze/1379,Edmund-Bialas"
"http://www.hppn.pl/reprezentacja/pilkarze/986,Jan-Bialas"
"http://www.hppn.pl/reprezentacja/pilkarze/1981,Bartosz-Bialkowski"
"http://www.hppn.pl/reprezentacja/pilkarze/736,Marek-Biegun"
"http://www.hppn.pl/reprezentacja/pilkarze/2005,Krystian-Bielik"
"http://www.hppn.pl/reprezentacja/pilkarze/1288,Zdzislaw-Bieniek"
"http://www.hppn.pl/reprezentacja/pilkarze/132,Jaroslaw-Bieniuk"
"http://www.hppn.pl/reprezentacja/pilkarze/1602,Edward-Bill"
"http://www.hppn.pl/reprezentacja/pilkarze/387,Krzysztof-Bizacki"
"http://www.hppn.pl/reprezentacja/pilkarze/1017,Bernard-Blaut"
"http://www.hppn.pl/reprezentacja/pilkarze/1293,Zygfryd-Blaut"
"http://www.hppn.pl/reprezentacja/pilkarze/358,Andrzej-Bledzewski"
"http://www.hppn.pl/reprezentacja/pilkarze/876,Tadeusz-Blachno"
"http://www.hppn.pl/reprezentacja/pilkarze/4,Jakub-Blaszczykowski"
